# tcksift /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_500k.tck /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/wm_fod.mif /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_sift_100k.tck -term_number 100000 -csv /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_iterations.csv -out_mu /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_mu.txt -nthreads 12 -force  (version=3.0.3)
#Iteration,Removed this iteration,Total removed,Remaining,Cost,TD,Mu,Recalculation,
918,33,275461,224539,10009.759023538852,11463678.594032578,0.024415422185117289,Non-linearity,
919,7,275468,224532,10009.662252453074,11463237.857816987,0.024416360904256629,Non-linearity,
920,24,275492,224508,10009.416779133258,11462113.615304284,0.024418755742752856,Non-linearity,
921,36,275528,224472,10008.919944053694,11459825.739494614,0.02442363078028275,Non-linearity,
922,95,275623,224377,10007.840783556359,11454713.556511216,0.024434530927986295,Non-linearity,
923,37,275660,224340,10007.246054242734,11451949.456710152,0.024440428568587351,Non-linearity,
924,79,275739,224261,10006.394262886221,11447955.30674582,0.024448955745212331,Non-linearity,
925,9,275748,224252,10006.195660903477,11446996.512724213,0.024451003576062717,Non-linearity,
926,6,275754,224246,10006.111764858575,11446607.601406388,0.024451834326303667,Non-linearity,
927,15,275769,224231,10005.915987706279,11445643.309071831,0.024453894386692585,Non-linearity,
928,128,275897,224103,10004.501806074659,11438726.025098138,0.024468682268784028,Non-linearity,
929,27,275924,224076,10003.964784424592,11436171.846224122,0.02447414715617522,Non-linearity,
930,37,275961,224039,10003.360432964964,11433334.540146165,0.024480220681465256,Non-linearity,
931,77,276038,223962,10002.441110173708,11428956.315284066,0.024489598607835832,Non-linearity,
932,69,276107,223893,10001.709018798516,11425512.276922517,0.024496980606561147,Non-linearity,
933,73,276180,223820,10000.846223441593,11421369.444188409,0.024505866309246768,Non-linearity,
934,56,276236,223764,10000.236753751025,11418411.696026139,0.024512214143163652,Non-linearity,
935,126,276362,223638,9998.709420689278,11411138.900767617,0.02452783680066932,Non-linearity,
936,75,276437,223563,9997.7639688199761,11406715.144625954,0.024537349194668198,Non-linearity,
937,94,276531,223469,9996.6075570372923,11401300.633530907,0.024549002053734718,Non-linearity,
938,66,276597,223403,9995.8050657230106,11397578.618102364,0.024557018823564602,Non-linearity,
939,66,276663,223337,9995.0398063806206,11393985.279429726,0.024564763408383639,Non-linearity,
940,24,276687,223313,9994.6908371820864,11392364.404818825,0.024568258416084992,Non-linearity,
941,63,276750,223250,9994.087644286963,11389462.668141656,0.024574517764626477,Non-linearity,
942,17,276767,223233,9993.8100033490791,11388161.04036551,0.024577326547782462,Non-linearity,
943,100,276867,223133,9992.7606029307299,11383168.195719056,0.024588106567120523,Non-linearity,
944,14,276881,223119,9992.5151621425921,11382021.753523163,0.024590583178349713,Non-linearity,
945,71,276952,223048,9991.8503725558567,11378795.727114968,0.024597554906521019,Non-linearity,
946,59,277011,222989,9991.007274562593,11374699.134951882,0.024606413703528802,Non-linearity,
947,56,277067,222933,9990.3179069490343,11371403.817167573,0.024613544393282595,Non-linearity,
948,27,277094,222906,9989.8934875399846,11369375.966544442,0.024617934483950915,Non-linearity,
949,77,277171,222829,9989.0492394213525,11365235.205038361,0.024626903677604312,Non-linearity,
950,68,277239,222761,9988.1362723004586,11360808.847574525,0.024636498723200718,Non-linearity,
951,52,277291,222709,9987.441875413977,11357454.326704316,0.024643775322935001,Non-linearity,
952,54,277345,222655,9986.8535340944563,11354580.628357224,0.024650012345571907,Non-linearity,
953,122,277467,222533,9985.2671676136397,11346641.048077874,0.024667260688149714,Non-linearity,
954,151,277618,222382,9983.3867866252986,11337398.277866654,0.024687370577270034,Non-linearity,
955,19,277637,222363,9983.0201296462183,11335721.452857308,0.024691022431329004,Non-linearity,
956,57,277694,222306,9982.4464943485164,11333027.097701363,0.024696892564967605,Non-linearity,
957,103,277797,222203,9981.2335798793356,11327054.46736937,0.024709914962808492,Non-linearity,
958,53,277850,222150,9980.5684289075543,11323893.551410966,0.02471681241059729,Non-linearity,
959,54,277904,222096,9979.9704661906526,11320990.761226945,0.02472314999376108,Non-linearity,
960,17,277921,222079,9979.7012175396394,11319624.405268006,0.024726134246781172,Non-linearity,
961,37,277958,222042,9979.2507570523157,11317477.747265153,0.024730824209964294,Non-linearity,
962,56,278014,221986,9978.6744045577925,11314710.476304345,0.024736872698064488,Non-linearity,
963,63,278077,221923,9977.8098202980855,11310478.209077172,0.024746128987116773,Non-linearity,
964,29,278106,221894,9977.50425062865,11308955.486012749,0.024749460992571252,Non-linearity,
965,134,278240,221760,9976.1403882343802,11302022.097813897,0.024764643905795872,Non-linearity,
966,21,278261,221739,9975.8068234124494,11300442.614435486,0.024768105305030933,Non-linearity,
967,90,278351,221649,9974.8145760628122,11295532.655719094,0.024778871541403982,Non-linearity,
968,58,278409,221591,9974.082716691295,11291942.107676797,0.024786750587174403,Non-linearity,
969,23,278432,221568,9973.7559611201468,11290363.166611962,0.024790216978625976,Non-linearity,
970,45,278477,221523,9973.269694065315,11287981.262991242,0.024795448020935855,Non-linearity,
971,25,278502,221498,9973.0097188874879,11286725.087471299,0.024798207673055361,Non-linearity,
972,60,278562,221438,9972.4721697584027,11284010.607873254,0.024804173125511565,Non-linearity,
973,16,278578,221422,9972.2914586761508,11283126.602854066,0.024806116471031966,Non-linearity,
974,47,278625,221375,9971.7554493345197,11280415.737136178,0.024812077780641671,Non-linearity,
975,113,278738,221262,9970.4337440367108,11273758.542557053,0.024826729400957519,Non-linearity,
976,25,278763,221237,9970.0552953557562,11271887.652967744,0.024830850101145711,Non-linearity,
977,16,278779,221221,9969.8471522537857,11270864.125484757,0.024833105035392232,Non-linearity,
978,51,278830,221170,9969.4032600368737,11268701.351295762,0.024837871192283683,Non-linearity,
979,72,278902,221098,9968.5945297650942,11264646.505785279,0.024846811883892803,Non-linearity,
980,34,278936,221064,9968.2239949451887,11262768.781106286,0.024850954335254048,Non-linearity,
981,47,278983,221017,9967.6996276639602,11260087.894888215,0.024856871036935704,Non-linearity,
982,17,279000,221000,9967.4496693698875,11258869.353431992,0.024859561282899102,Non-linearity,
983,44,279044,220956,9967.0188540147428,11256674.19096785,0.024864409142478002,Non-linearity,
984,57,279101,220899,9966.3419622188721,11253291.813733391,0.024871882583389678,Non-linearity,
985,53,279154,220846,9965.6730037291545,11249876.760409646,0.02487943278212458,Non-linearity,
986,44,279198,220802,9965.0705665768255,11246814.149938874,0.024886207679471469,Non-linearity,
987,85,279283,220717,9964.2194269188694,11242396.452066712,0.024895986710764356,Non-linearity,
988,9,279292,220708,9964.0920544491109,11241734.784101777,0.024897452043044322,Non-linearity,
989,133,279425,220575,9962.7877937048015,11234684.780955605,0.024913075722627451,Non-linearity,
990,132,279557,220443,9961.178540601064,11226363.619030289,0.024931541696488677,Non-linearity,
991,15,279572,220428,9960.9514856392325,11225232.050747208,0.024934054940019369,Non-linearity,
992,102,279674,220326,9959.7901028278338,11219073.582768731,0.024947741950607977,Non-linearity,
993,103,279777,220223,9958.6820475789518,11213253.149874978,0.024960691507345291,Non-linearity,
994,45,279822,220178,9958.175929304869,11210658.845388703,0.024966467763214914,Non-linearity,
995,20,279842,220158,9957.7938041006983,11208740.184820466,0.024970741408284352,Non-linearity,
996,91,279933,220067,9956.8687188454951,11203992.313929848,0.0249813231592288,Non-linearity,
997,85,280018,219982,9955.9377143122583,11199047.500010781,0.024992353382511125,Non-linearity,
998,3,280021,219979,9955.8819954489645,11198767.138976388,0.024992979065852808,Non-linearity,
999,21,280042,219958,9955.5487935736783,11197064.116706185,0.02499678038372544,Non-linearity,
1000,74,280116,219884,9954.6350538408369,11192269.740082078,0.025007488129547586,Non-linearity,
1001,63,280179,219821,9953.9365136015022,11188646.041477494,0.025015587375828437,Non-linearity,
1002,24,280203,219797,9953.6734741906494,11187295.991750054,0.025018606182780838,Non-linearity,
1003,31,280234,219766,9953.3892013374552,11185829.988600068,0.025021885095075198,Non-linearity,
1004,40,280274,219726,9953.0724536467224,11184170.645303063,0.025025597475601898,Non-linearity,
1005,51,280325,219675,9952.5261388019462,11181244.027864747,0.025032147761938003,Non-linearity,
1006,71,280396,219604,9951.6566463730524,11176425.738127045,0.025042939417830506,Non-linearity,
1007,11,280407,219593,9951.5416954232787,11175818.402000718,0.025044300345618591,Non-linearity,
1008,58,280465,219535,9950.9381455007551,11172622.662391953,0.02505146384384159,Non-linearity,
1009,23,280488,219512,9950.6236079194114,11170971.872616105,0.025055165822582118,Non-linearity,
1010,115,280603,219397,9949.3465537383399,11164002.138679795,0.025070807868986651,Non-linearity,
1011,29,280632,219368,9948.974098138995,11162074.074205689,0.025075138438168325,Non-linearity,
1012,31,280663,219337,9948.5944746424429,11160031.993400864,0.025079726727781939,Non-linearity,
1013,16,280679,219321,9948.4159824686139,11159051.2936204,0.025081930829353734,Non-linearity,
1014,52,280731,219269,9948.0582808274485,11157184.242738061,0.025086128056903887,Non-linearity,
1015,50,280781,219219,9947.5046106650225,11154176.307352357,0.025092893007554965,Non-linearity,
1016,24,280805,219195,9947.269828732824,11152951.360405259,0.0250956490011651,Non-linearity,
1017,166,280971,219029,9945.4622699931224,11143219.909628205,0.025117565204466629,Non-linearity,
1018,36,281007,218993,9944.8672264683973,11140166.153306298,0.025124450462951871,Non-linearity,
1019,11,281018,218982,9944.7290188776587,11139453.871392541,0.025126056977226672,Non-linearity,
1020,52,281070,218930,9944.177928971234,11136430.8491643,0.025132877531296373,Non-linearity,
1021,75,281145,218855,9943.3398350145162,11131904.935608201,0.025143095839104481,Non-linearity,
1022,39,281184,218816,9942.8796833518627,11129489.651628785,0.025148552308221574,Non-linearity,
1023,83,281267,218733,9942.0968078819533,11125237.83564692,0.025158163519973131,Non-linearity,
1024,53,281320,218680,9941.5171670179643,11122194.55728846,0.025165047349795078,Non-linearity,
1025,35,281355,218645,9941.1677785781212,11120319.506864838,0.025169290549162195,Non-linearity,
1026,70,281425,218575,9940.5215530430014,11116842.198162369,0.025177163413731243,Non-linearity,
1027,54,281479,218521,9940.0609998724467,11114360.60626822,0.025182784919714228,Non-linearity,
1028,37,281516,218484,9939.6486809342477,11112115.041007333,0.025187873922732952,Non-linearity,
1029,48,281564,218436,9939.272621362441,11110032.111896805,0.025192596191336458,Non-linearity,
1030,109,281673,218327,9938.1752042725839,11103807.559958749,0.025206718610389624,Non-linearity,
1031,45,281718,218282,9937.673338475448,11100967.093914323,0.02521316839334083,Non-linearity,
1032,8,281726,218274,9937.5408199714802,11100266.007480912,0.025214760842593123,Non-linearity,
1033,56,281782,218218,9937.0016270397264,11097260.553025536,0.025221589718508353,Non-linearity,
1034,60,281842,218158,9936.334991946238,11093527.97526484,0.025230075886757321,Non-linearity,
1035,27,281869,218131,9936.001652669027,11091710.673335366,0.025234209664399033,Non-linearity,
1036,16,281885,218115,9935.7971968753809,11090609.924312882,0.025236714173331436,Non-linearity,
1037,74,281959,218041,9935.0353161764724,11086402.434412293,0.025246291962035799,Non-linearity,
1038,36,281995,218005,9934.6761769057121,11084397.215273194,0.02525085913396679,Non-linearity,
1039,19,282014,217986,9934.5232682629903,11083543.469657235,0.025252804162679301,Non-linearity,
1040,60,282074,217926,9933.9183071485604,11080145.779935174,0.025260547850791432,Non-linearity,
1041,55,282129,217871,9933.4948441237138,11077790.844574265,0.025265917780428519,Non-linearity,
1042,107,282236,217764,9932.3935484779286,11071366.982039742,0.025280577648798281,Non-linearity,
1043,7,282243,217757,9932.2617078524727,11070647.760293297,0.025282220040607813,Non-linearity,
1044,23,282266,217734,9931.9344812282798,11068735.911948495,0.025286586914198626,Non-linearity,
1045,46,282312,217688,9931.3548364914477,11065535.782446198,0.025293899741556238,Non-linearity,
1046,47,282359,217641,9930.8995026412613,11062998.719957642,0.025299700357270659,Non-linearity,
1047,43,282402,217598,9930.4923395048172,11060737.277310662,0.025304873052355018,Non-linearity,
1048,18,282420,217580,9930.2578179751272,11059410.787033372,0.025307908174995671,Non-linearity,
1049,2,282422,217578,9930.2436711416867,11059333.577995591,0.025308084858267289,Non-linearity,
1050,73,282495,217505,9929.5315844116139,11055303.9758256,0.025317309526705731,Non-linearity,
1051,51,282546,217454,9928.9647838617911,11052080.839811616,0.025324692854180025,Non-linearity,
1052,24,282570,217430,9928.7407338045432,11050827.06451159,0.025327566075722265,Non-linearity,
1053,58,282628,217372,9928.2835609216509,11048276.004395775,0.025333414240958245,Non-linearity,
1054,37,282665,217335,9927.8933697980792,11046041.913279824,0.025338537990816951,Non-linearity,
1055,150,282815,217185,9926.2625302848392,11036563.427236848,0.02536029938242031,Non-linearity,
1056,12,282827,217173,9926.1024934321413,11035677.591661744,0.025362335057638404,Non-linearity,
1057,37,282864,217136,9925.7568234072933,11033741.131968789,0.025366786235074136,Non-linearity,
1058,24,282888,217112,9925.530716485242,11032504.044872575,0.025369630641366325,Non-linearity,
1059,42,282930,217070,9925.2841053366774,11031134.546933465,0.025372780240959323,Non-linearity,
1060,64,282994,217006,9924.7038585801201,11027815.937743478,0.02538041569136569,Non-linearity,
1061,34,283028,216972,9924.2959342276336,11025516.636302285,0.025385708615797465,Non-linearity,
1062,40,283068,216932,9923.8878219921935,11023184.269670777,0.025391079911263836,Non-linearity,
1063,24,283092,216908,9923.5844870864712,11021470.869838051,0.025395027213088291,Non-linearity,
1064,110,283202,216798,9922.6655567854868,11016200.63401442,0.025407176391067789,Non-linearity,
1065,18,283220,216780,9922.4138362073609,11014785.903431229,0.025410439669154909,Non-linearity,
1066,58,283278,216722,9921.9791190762135,11012286.63848906,0.0254162066295615,Non-linearity,
1067,36,283314,216686,9921.6592979478373,11010426.466998391,0.025420500605195868,Non-linearity,
1068,69,283383,216617,9920.9973799422733,11006560.760770135,0.025429428751748709,Non-linearity,
1069,62,283445,216555,9920.4592788716091,11003278.935524277,0.025437013303749454,Non-linearity,
1070,101,283546,216454,9919.5540799710143,10997730.79458075,0.025449845781433045,Non-linearity,
1071,45,283591,216409,9919.1208891718052,10995160.404320054,0.025455795311346872,Non-linearity,
1072,90,283681,216319,9918.1357551422298,10989253.541105561,0.025469478124320273,Non-linearity,
1073,52,283733,216267,9917.570198909134,10986001.065114312,0.025477018526475527,Non-linearity,
1074,38,283771,216229,9917.1393349341834,10983504.160112672,0.025482810275088565,Non-linearity,
1075,68,283839,216161,9916.4879427756914,10979642.685534768,0.025491772426851522,Non-linearity,
1076,18,283857,216143,9916.2593604265585,10978339.258759789,0.025494798991975778,Non-linearity,
1077,45,283902,216098,9915.8242059994518,10975812.38967257,0.025500668445385743,Non-linearity,
1078,69,283971,216029,9915.2098871465514,10972161.755915932,0.025509152972237832,Non-linearity,
1079,111,284082,215918,9914.1479413231027,10965979.851457886,0.025523533369486064,Non-linearity,
1080,66,284148,215852,9913.4670616779422,10961863.009331994,0.025533118998980583,Non-linearity,
1081,38,284186,215814,9913.0221303433955,10959243.950637154,0.025539220947036659,Non-linearity,
1082,56,284242,215758,9912.4866842820011,10956096.149761491,0.025546558632007832,Non-linearity,
1083,20,284262,215738,9912.3045705829118,10955045.751960091,0.025549008101378199,Non-linearity,
1084,79,284341,215659,9911.468366360783,10949885.49875956,0.025561048350642948,Non-linearity,
1085,78,284419,215581,9910.7683222514934,10945564.344796471,0.025571139490935188,Non-linearity,
1086,28,284447,215553,9910.5414379666672,10944235.980463319,0.025574243205960932,Non-linearity,
1087,8,284455,215545,9910.4651384784265,10943790.276376061,0.025575284759612595,Non-linearity,
1088,28,284483,215517,9910.2085930515404,10942275.455253892,0.025578825337778242,Non-linearity,
1089,52,284535,215465,9909.6488506296628,10938851.92342978,0.02558683074119537,Non-linearity,
1090,58,284593,215407,9909.2717479371804,10936480.11535006,0.025592379789083384,Non-linearity,
1091,73,284666,215334,9908.5937760680335,10932283.18072062,0.025602204776527544,Non-linearity,
1092,95,284761,215239,9907.6575525701264,10926358.610187821,0.025616086992314629,Non-linearity,
1093,14,284775,215225,9907.4902643976839,10925340.210476212,0.0256184747820862,Non-linearity,
1094,57,284832,215168,9906.9694354340427,10922074.665298752,0.025626134342137032,Non-linearity,
1095,107,284939,215061,9906.1341876088027,10916869.435653977,0.025638353038618191,Non-linearity,
1096,81,285020,214980,9905.3480012845339,10912051.532381348,0.025649672917803422,Non-linearity,
1097,6,285026,214974,9905.2711384687609,10911574.121204667,0.025650795161064856,Non-linearity,
1098,52,285078,214922,9904.8210558671326,10908792.847316079,0.025657335012705777,Non-linearity,
1099,45,285123,214877,9904.3101508719519,10905559.305321984,0.025664942515255387,Non-linearity,
1100,42,285165,214835,9903.8853635111354,10903009.740278535,0.02567094401776137,Non-linearity,
1101,63,285228,214772,9903.4567162123367,10900388.297308259,0.025677117643314904,Non-linearity,
1102,98,285326,214674,9902.7146877117957,10895783.342233948,0.025687969728885193,Non-linearity,
1103,71,285397,214603,9902.0658515088708,10891682.351406388,0.02569764189199443,Non-linearity,
1104,59,285456,214544,9901.396722987176,10887343.541641526,0.025707882882291876,Non-linearity,
1105,100,285556,214444,9900.601255870668,10882384.264805131,0.02571959837634066,Non-linearity,
1106,19,285575,214425,9900.3979676611907,10881133.964949898,0.025722553694254229,Non-linearity,
1107,26,285601,214399,9900.0865739386609,10879089.960973077,0.025727386543530566,Non-linearity,
1108,40,285641,214359,9899.7751438251398,10877152.022780709,0.025731970287958161,Non-linearity,
1109,9,285650,214350,9899.6776687110942,10876548.15693026,0.025733398926704336,Non-linearity,
1110,65,285715,214285,9899.1808454143884,10873411.272781663,0.025740822787455819,Non-linearity,
1111,17,285732,214268,9899.004381572342,10872285.10376101,0.025743489063856106,Non-linearity,
1112,100,285832,214168,9898.1520790837858,10866722.136472993,0.025756667848198165,Non-linearity,
1113,21,285853,214147,9897.9338273599114,10865324.184384637,0.025759981747258739,Non-linearity,
1114,16,285869,214131,9897.7885656941598,10864420.928514771,0.025762123403484501,Non-linearity,
1115,78,285947,214053,9897.136521833143,10860208.352561288,0.025772116296625874,Non-linearity,
1116,33,285980,214020,9896.8171470848556,10858179.353274636,0.025776932168963217,Non-linearity,
1117,109,286089,213911,9895.8701675041193,10851888.563173585,0.025791874938489463,Non-linearity,
1118,8,286097,213903,9895.7480638474444,10851127.951895051,0.025793682823444807,Non-linearity,
1119,61,286158,213842,9895.126239682686,10847109.639791779,0.025803238094048615,Non-linearity,
1120,67,286225,213775,9894.5138674946156,10843121.046222977,0.025812729699747516,Non-linearity,
1121,29,286254,213746,9894.1513325149645,10840853.31452971,0.025818129306543359,Non-linearity,
1122,56,286310,213690,9893.7126436163035,10838052.644316964,0.025824800990845942,Non-linearity,
1123,104,286414,213586,9892.8150120685114,10832077.185467057,0.025839047107540425,Non-linearity,
1124,9,286423,213577,9892.6307008669028,10830935.302519135,0.025841771264453799,Non-linearity,
1125,19,286442,213558,9892.4909607544851,10829987.27606421,0.025844033380020174,Non-linearity,
1126,34,286476,213524,9892.1506484526144,10827726.200181298,0.025849430202909151,Non-linearity,
1127,29,286505,213495,9891.8900031985704,10826001.003441148,0.025853549485062056,Non-linearity,
1128,63,286568,213432,9891.4031892613657,10822817.54263144,0.025861154137108839,Non-linearity,
1129,10,286578,213422,9891.2797735688473,10822053.341475777,0.025862980326950523,Non-linearity,
1130,28,286606,213394,9891.0373536119732,10820446.602077775,0.025866820747865598,Non-linearity,
1131,90,286696,213304,9890.1914095508346,10815004.71166449,0.025879836405981599,Non-linearity,
1132,54,286750,213250,9889.5962083492814,10811145.430770211,0.02588907479416426,Non-linearity,
1133,15,286765,213235,9889.4681846628519,10810348.678609185,0.025890982889536802,Non-linearity,
1134,19,286784,213216,9889.3083355167619,10809342.786996178,0.025893392242543205,Non-linearity,
1135,35,286819,213181,9889.0471806394326,10807673.074708275,0.025897392596264491,Non-linearity,
1136,55,286874,213126,9888.6662873275855,10805151.780283265,0.025903435542527813,Non-linearity,
1137,40,286914,213086,9888.333372138386,10802930.038733773,0.025908762869356096,Non-linearity,
1138,42,286956,213044,9887.9412981675032,10800185.915428452,0.025915345796775915,Non-linearity,
1139,20,286976,213024,9887.7128545686955,10798702.395105653,0.025918906033992873,Non-linearity,
1140,74,287050,212950,9887.106751121446,10794508.327849679,0.025928976491285251,Non-linearity,
1141,28,287078,212922,9886.8711496621618,10792834.373547845,0.025932998041161542,Non-linearity,
1142,51,287129,212871,9886.4835332912862,10790215.534371667,0.025939292109246611,Non-linearity,
1143,108,287237,212763,9885.6061364103825,10784296.429693513,0.025953529235077936,Non-linearity,
1144,24,287261,212739,9885.4064387628659,10782941.04304152,0.025956791523813163,Non-linearity,
1145,18,287279,212721,9885.2466546060095,10781892.9360364,0.025959314781573924,Non-linearity,
1146,47,287326,212674,9884.9101954560811,10779617.788150124,0.025964793758780278,Non-linearity,
1147,88,287414,212586,9884.2588369441055,10775108.85736876,0.025975658935119602,Non-linearity,
1148,6,287420,212580,9884.175697321667,10774566.094585709,0.025976967444512132,Non-linearity,
1149,26,287446,212554,9883.9605230257712,10773080.734944634,0.025980549069860435,Non-linearity,
1150,22,287468,212532,9883.7611033202702,10771720.053823762,0.025983830926653281,Non-linearity,
1151,39,287507,212493,9883.4431812414023,10769563.446105294,0.025989034195161999,Non-linearity,
1152,29,287536,212464,9883.1501835759591,10767510.175299935,0.025993990078583853,Non-linearity,
1153,27,287563,212437,9882.9274556039636,10765998.332135491,0.025997640351879885,Non-linearity,
1154,56,287619,212381,9882.5398630941545,10763350.613223366,0.026004035613588234,Non-linearity,
1155,8,287627,212373,9882.4454179449895,10762705.271872811,0.026005594838619382,Non-linearity,
1156,74,287701,212299,9881.8756285635864,10758808.726239495,0.026015013352284663,Non-linearity,
1157,63,287764,212236,9881.3073066531797,10754822.846565537,0.02602465486051013,Non-linearity,
1158,21,287785,212215,9881.0609562763329,10753097.438857369,0.026028830693599531,Non-linearity,
1159,21,287806,212194,9880.8633065532395,10751759.275592141,0.026032070240187045,Non-linearity,
1160,43,287849,212151,9880.4551290481777,10748880.62360888,0.026039041875025069,Non-linearity,
1161,33,287882,212118,9880.1851457758712,10747039.626038842,0.026043502434815125,Non-linearity,
1162,43,287925,212075,9879.8983586589075,10744980.146002106,0.026048494167942814,Non-linearity,
1163,23,287948,212052,9879.7258856721546,10743754.729940705,0.026051465218933,Non-linearity,
1164,45,287993,212007,9879.3407739901868,10741146.451587014,0.026057791310204425,Non-linearity,
1165,18,288011,211989,9879.1773698224697,10739974.396653466,0.026060635000676537,Non-linearity,
1166,8,288019,211981,9879.0999554566515,10739444.792212777,0.02606192015352108,Non-linearity,
1167,15,288034,211966,9879.0044903627586,10738788.089288048,0.026063513903118014,Non-linearity,
1168,65,288099,211901,9878.4923703991299,10735124.146603875,0.026072409489213254,Non-linearity,
1169,9,288108,211892,9878.3923666770679,10734437.78200274,0.026074076570368608,Non-linearity,
1170,15,288123,211877,9878.2368242553584,10733293.791210465,0.026076855633729194,Non-linearity,
1171,74,288197,211803,9877.7453903364712,10729817.011897378,0.026085305309256481,Non-linearity,
1172,8,288205,211795,9877.6182453638103,10728904.49287539,0.026087523926945258,Non-linearity,
1173,64,288269,211731,9877.1408745651643,10725502.482699685,0.026095798599577291,Non-linearity,
1174,36,288305,211695,9876.8694366397376,10723557.481663041,0.026100531763493744,Non-linearity,
1175,47,288352,211648,9876.4976379829586,10720866.967083268,0.026107081967079438,Non-linearity,
1176,80,288432,211568,9875.857629361346,10716258.950934701,0.026118308072742531,Non-linearity,
1177,51,288483,211517,9875.401298032597,10712904.738303475,0.026126485720260537,Non-linearity,
1178,59,288542,211458,9874.8979844009227,10709280.892335229,0.026135326496862968,Non-linearity,
1179,32,288574,211426,9874.6494959475567,10707419.995978646,0.026139868686659799,Non-linearity,
1180,123,288697,211303,9873.6560366850408,10700183.218568139,0.026157547674707123,Non-linearity,
1181,5,288702,211298,9873.604841868595,10699846.969079308,0.026158369692261214,Non-linearity,
1182,55,288757,211243,9873.074849214443,10696128.020441346,0.026167464724889136,Non-linearity,
1183,28,288785,211215,9872.8318782674287,10694455.458688073,0.02617155719138713,Non-linearity,
1184,43,288828,211172,9872.5373661131853,10692421.751287751,0.026176535043063404,Non-linearity,
1185,44,288872,211128,9872.2001169843115,10690032.124908738,0.026182386488402314,Non-linearity,
1186,97,288969,211031,9871.4473160790658,10684661.103483491,0.026195547987623607,Non-linearity,
1187,60,289029,210971,9870.9385166090069,10680879.498139672,0.026204822619386985,Non-linearity,
1188,63,289092,210908,9870.3485506228044,10676646.602213196,0.026215211863412035,Non-linearity,
1189,24,289116,210884,9870.0987668333273,10674926.928293519,0.026219434994534448,Non-linearity,
1190,61,289177,210823,9869.6616914140595,10671794.725942902,0.026227130473882646,Non-linearity,
1191,3,289180,210820,9869.609740387521,10671439.453596406,0.026228003624522336,Non-linearity,
1192,15,289195,210805,9869.4550947629086,10670337.93429976,0.026230711191263221,Non-linearity,
1193,84,289279,210721,9868.7873509595775,10665599.213378243,0.026242365484418394,Non-linearity,
1194,20,289299,210701,9868.5327694270836,10663662.290890984,0.026247132085839096,Non-linearity,
1195,65,289364,210636,9868.1287235910695,10660827.941823296,0.026254110299422782,Non-linearity,
1196,33,289397,210603,9867.8510512382582,10658808.761834435,0.026259083817132545,Non-linearity,
1197,46,289443,210557,9867.4625265009854,10656048.401140504,0.026265886014354145,Non-linearity,
1198,11,289454,210546,9867.3513977933017,10655282.915298752,0.026267772981037701,Non-linearity,
1199,41,289495,210505,9867.048220097864,10653096.742637925,0.02627316351569061,Non-linearity,
1200,66,289561,210439,9866.4282612918978,10648704.410138421,0.026284000558914843,Non-linearity,
1201,33,289594,210406,9866.1818212336057,10647022.902756028,0.026288151648039219,Non-linearity,
1202,123,289717,210283,9865.3836024923003,10641222.483678155,0.026302481044551247,Non-linearity,
1203,44,289761,210239,9864.9381191698831,10637962.210015588,0.026310542107799713,Non-linearity,
1204,48,289809,210191,9864.5762668422121,10635288.499671273,0.026317156575155282,Non-linearity,
1205,19,289828,210172,9864.3354380633155,10633602.462329201,0.026321329357510092,Non-linearity,
1206,78,289906,210094,9863.7868792342251,10629715.014142327,0.026330955467330611,Non-linearity,
1207,21,289927,210073,9863.545630578863,10627882.163697533,0.026335496419393947,Non-linearity,
1208,81,290008,209992,9862.9640079464571,10623446.086834244,0.02634649344290161,Non-linearity,
1209,44,290052,209948,9862.5220777124359,10620264.813220315,0.026354385468748756,Non-linearity,
1210,79,290131,209869,9861.8893619193295,10615740.6327632,0.026365617091658702,Non-linearity,
1211,84,290215,209785,9861.2717453740988,10611335.859291367,0.02637656147908304,Non-linearity,
1212,33,290248,209752,9860.9562836384302,10609115.666448884,0.026382081359801315,Non-linearity,
1213,18,290266,209734,9860.7661982033605,10607656.133361153,0.026385711334244652,Non-linearity,
1214,22,290288,209712,9860.5847231385451,10606372.702894501,0.026388904153011188,Non-linearity,
1215,9,290297,209703,9860.5399253338255,10606056.96507483,0.026389689739500892,Non-linearity,
1216,22,290319,209681,9860.3742234985821,10604850.196996979,0.026392692727244274,Non-linearity,
1217,23,290342,209658,9860.1664917741564,10603367.238184266,0.026396383939233062,Non-linearity,
1218,58,290400,209600,9859.800997214923,10600617.317277245,0.026403231461966097,Non-linearity,
1219,14,290414,209586,9859.6194829599717,10599262.252692513,0.026406606987830407,Non-linearity,
1220,50,290464,209536,9859.2180083656604,10596265.059881501,0.026414076194402714,Non-linearity,
1221,56,290520,209480,9858.8541459323387,10593596.955188088,0.026420728847034728,Non-linearity,
1222,50,290570,209430,9858.4767445381385,10590807.889026932,0.026427686688358307,Non-linearity,
1223,16,290586,209414,9858.2794738404609,10589275.520738892,0.026431511024492368,Non-linearity,
