# tcksift /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_500k.tck /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/wm_fod.mif /media/andraderenew/Elements/neuroimaging/diffusion-mri_mrtrix3_fsl_single_subject/derivatives/tracks_sift_100k.tck -term_number 100000 -csv /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_iterations.csv -out_mu /home/andraderenew/github/diffusion-mri_mrtrix3_fsl_single_subject/results/tables/tcksift_mu.txt -nthreads 12 -force  (version=3.0.3)
#Iteration,Removed this iteration,Total removed,Remaining,Cost,TD,Mu,Recalculation,
1824,31,309629,190371,9784.0914279584977,9516627.8678992316,0.029410685859841468,Positive gradient,
1825,7,309636,190364,9784.0955103580782,9516066.2962821051,0.029412421472636174,Non-linearity,
1826,20,309656,190344,9784.0891865988524,9514732.6295016333,0.029416544170664458,Non-linearity,
1827,24,309680,190320,9784.0819449339469,9513520.5929568335,0.029420291881746618,Non-linearity,
1828,23,309703,190297,9784.0750155064834,9512360.9860375449,0.029423878370325389,Non-linearity,
1829,30,309733,190267,9784.0674705318543,9510962.6545088813,0.029428204361112587,Positive gradient,
1830,3,309736,190264,9784.0663360872404,9510722.229902558,0.029428948286156057,Non-linearity,
1831,23,309759,190241,9784.0592282318466,9509321.550051026,0.029433283036505935,Non-linearity,
1832,17,309776,190224,9784.0534763241758,9508122.6629202887,0.029436994303755928,Non-linearity,
1833,11,309787,190213,9784.0576859587945,9507303.2682898566,0.029439531354945724,Non-linearity,
1834,35,309822,190178,9784.059838888541,9505629.9683812186,0.029444713669562476,Non-linearity,
1835,23,309845,190155,9784.0615701375591,9504426.5188267753,0.02944844195632193,Positive gradient,
1836,24,309869,190131,9784.0658481771607,9503332.5672820136,0.029451831837538953,Positive gradient,
1837,24,309893,190107,9784.0599861717074,9501882.7725775763,0.029456325590077898,Positive gradient,
1838,5,309898,190102,9784.0558712116162,9501295.7035773322,0.029458145646642238,Non-linearity,
1839,25,309923,190077,9784.0538774715806,9499685.9309638068,0.029463137487051681,Non-linearity,
1840,41,309964,190036,9784.0360106827357,9497199.9479516074,0.029470849745367851,Positive gradient,
1841,8,309972,190028,9784.0294003608105,9496548.491243653,0.029472871425431237,Non-linearity,
1842,26,309998,190002,9784.022062063832,9494966.2596924827,0.029477782754844896,Non-linearity,
1843,29,310027,189973,9784.0145802099214,9493461.9455397651,0.029482453742735639,Non-linearity,
1844,20,310047,189953,9784.002539323792,9492140.0849946067,0.029486559423017221,Non-linearity,
1845,13,310060,189940,9783.9956579594218,9491448.6082547233,0.029488707595632564,Non-linearity,
1846,29,310089,189911,9783.9834870954364,9489810.4412253425,0.029493798048052178,Non-linearity,
1847,13,310102,189898,9783.9775138412824,9489198.7704356238,0.029495699209064852,Non-linearity,
1848,58,310160,189840,9783.9649181541536,9486356.1209548041,0.029504537790810467,Non-linearity,
1849,50,310210,189790,9783.9301123208097,9483028.0795405433,0.029514892323440005,Non-linearity,
1850,23,310233,189767,9783.9191929011286,9481645.6906197593,0.029519195485726107,Non-linearity,
1851,28,310261,189739,9783.9207219067594,9480329.664822869,0.029523293235924269,Non-linearity,
1852,42,310303,189697,9783.9072275198614,9477961.9206536338,0.029530668619577545,Positive gradient,
1853,24,310327,189673,9783.8973178516444,9476236.6009982154,0.029536045210006034,Non-linearity,
1854,4,310331,189669,9783.8923316708551,9475785.4757540748,0.029537451368433786,Non-linearity,
1855,17,310348,189652,9783.8842909217128,9474999.4296343848,0.029539901795919941,Non-linearity,
1856,17,310365,189635,9783.8738488387044,9473899.2724450156,0.029543332119000173,Non-linearity,
1857,52,310417,189583,9783.8468284540777,9470813.2125380561,0.02955295879948942,Non-linearity,
1858,27,310444,189556,9783.8482452387343,9469465.6548378989,0.029557164350113317,Non-linearity,
1859,13,310457,189543,9783.8428847315445,9468646.1511796042,0.029559722498757483,Non-linearity,
1860,19,310476,189524,9783.8388970473297,9467890.9956486747,0.029562080171437487,Non-linearity,
1861,35,310511,189489,9783.8325879034419,9466462.7533925101,0.029566540318081577,Positive gradient,
1862,19,310530,189470,9783.8266716649632,9465166.6133359,0.029570589098077447,Non-linearity,
1863,18,310548,189452,9783.8313556975481,9463997.406430535,0.029574242325723695,Positive gradient,
1864,14,310562,189438,9783.8289768585637,9463224.677581124,0.029576657239352312,Positive gradient,
1865,17,310579,189421,9783.8259512543318,9462244.042856507,0.029579722463309296,Positive gradient,
1866,16,310595,189405,9783.8245440083574,9461572.0972598121,0.02958182316751113,Positive gradient,
1867,11,310606,189394,9783.831887876755,9460638.4019225165,0.029584742675602106,Non-linearity,
1868,9,310615,189385,9783.8311736036267,9460228.1177924201,0.029586025747242839,Non-linearity,
1869,11,310626,189374,9783.8305811269402,9459822.9430182502,0.029587292949744718,Positive gradient,
1870,6,310632,189368,9783.8301423341854,9459510.4271729514,0.029588270431395326,Positive gradient,
1871,6,310638,189362,9783.8297322734143,9459050.3983834311,0.029589709418995271,Positive gradient,
1872,5,310643,189357,9783.829605050345,9458812.5770180747,0.029590453388181386,Positive gradient,
1873,1,310644,189356,9783.829603836095,9458786.1898892447,0.029590535936522156,Positive gradient,
1874,0,310644,189356,9783.829603836095,9458786.1898892447,0.029590535936522156,Positive gradient,
